Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
33,88,1,2.7,2,0,0,0,0,1,0
22,22,4,0.4,3,0,0,0,0,1,1
3,55,4,2.2,1,0,0,0,0,1,1
18,72,1,0.7,3,155,0,0,0,0,0
2,38,2,1.7,2,0,0,0,0,1,0
16,114,1,3.4,1,300,0,0,0,1,0
4,83,4,4.0,3,0,0,0,0,1,0
14,101,2,0.4,1,0,0,0,0,1,1
24,94,1,4.9,1,272,0,0,0,1,0
17,40,2,2.5,1,0,0,0,1,1,1
7,128,1,6.0,1,0,0,0,0,0,0
3,39,4,2.1,3,0,0,0,0,1,0
5,51,1,1.0,1,0,0,0,0,1,0
20,79,4,2.0,3,0,0,1,1,1,1
7,48,4,2.2,2,0,0,0,0,1,0
26,85,1,0.0,1,144,0,0,0,0,0
18,41,1,1.8,1,94,0,0,0,1,0
22,152,1,3.5,3,0,1,0,0,1,0
2,125,2,7.2,1,0,0,1,0,0,1
31,11,2,0.2,3,90,0,0,0,0,0
4,103,2,2.5,1,0,0,0,0,1,1
30,141,2,0.5,1,0,0,0,0,1,0
32,38,1,1.4,1,0,0,0,0,1,1
5,135,2,0.6,1,0,0,0,0,0,0
38,28,2,0.5,2,89,0,0,0,1,0
3,70,4,2.2,1,240,0,0,0,0,1
31,41,1,0.2,1,0,0,0,0,1,1
8,81,3,0.9,2,208,0,0,0,1,0
3,170,1,0.1,3,0,1,0,0,0,0
2,55,4,1.7,2,0,0,0,0,1,0
11,24,4,1.5,3,0,0,0,0,0,0
28,81,3,1.8,2,275,0,0,0,0,0
23,32,4,1.8,1,83,0,0,0,0,0
40,129,1,1.3,1,0,0,0,0,1,1
35,108,1,0.9,1,0,0,1,0,0,0
12,180,1,8.6,1,0,0,0,0,1,1
37,139,2,6.9,1,0,0,0,0,0,0
14,33,2,1.4,3,0,0,0,0,1,1
20,74,4,2.6,3,0,0,0,0,1,0
37,42,2,0.7,3,115,0,0,0,1,0
27,73,1,3.0,3,0,0,0,0,0,0
8,115,4,2.9,2,0,1,0,0,1,0
17,114,2,1.8,2,0,0,0,0,1,0
17,92,2,1.9,1,131,0,0,0,1,0
19,34,1,0.3,3,78,0,0,0,1,0
6,54,2,1.67,2,122,0,0,0,1,0
28,64,2,1.0,3,211,0,0,0,1,0
6,42,1,0.2,3,100,0,0,0,0,1
19,70,3,2.1,1,0,0,0,0,1,0
24,51,1,1.3,2,0,0,0,0,0,0
19,71,4,2.9,1,218,0,0,1,1,1
7,35,3,1.3,1,108,0,0,0,0,1
18,40,3,1.0,2,0,0,0,0,1,0
32,165,4,2.7,3,0,1,0,0,1,0
31,18,1,1.5,3,0,0,0,0,1,1
31,32,3,1.4,1,0,0,1,1,1,1
35,35,3,0.2,1,169,0,0,0,1,0
16,120,2,6.1,1,196,0,0,0,1,0
28,31,4,0.1,3,0,0,0,0,1,0
16,35,3,1.5,1,0,0,0,0,0,0
36,32,2,0.2,3,0,0,0,0,1,1
18,85,1,3.7,3,327,0,1,0,1,0
10,139,2,7.8,1,0,0,0,0,0,0
24,103,1,0.3,1,0,0,0,0,1,0
21,152,2,1.4,1,0,0,0,0,1,0
27,33,2,2.0,2,0,0,0,0,1,0
9,84,4,2.2,2,322,0,0,0,0,0
33,61,4,1.7,1,0,0,0,0,0,0
38,64,4,2.2,1,123,0,1,1,1,1
25,34,1,1.3,2,0,0,0,0,1,0
2,82,4,2.1,3,0,0,0,0,1,0
22,122,1,5.1,3,163,1,1,0,0,0
4,58,3,1.5,1,131,0,0,0,0,0
9,92,1,2.8,1,0,0,0,0,1,0
23,78,2,2.4,2,205,0,0,0,0,1
29,129,4,4.2,3,0,1,0,0,0,0
25,13,2,0.7,3,0,0,0,0,0,0
11,81,1,2.8,3,145,0,0,0,0,0
8,23,1,0.67,3,0,0,0,0,0,0
26,35,3,0.9,3,0,0,0,0,0,0
39,79,4,1.7,2,0,0,0,0,1,1
14,165,2,3.3,1,0,0,0,0,1,0
38,52,2,2.8,1,0,0,0,0,1,0
41,185,3,2.0,2,0,1,0,0,0,0
20,49,3,2.2,2,0,0,0,0,0,0
30,64,1,1.8,3,227,0,0,0,0,1
24,61,4,2.0,3,0,0,1,0,1,0
26,112,1,2.4,1,0,0,1,1,1,1
39,72,3,2.0,3,190,0,1,0,1,0
41,18,3,0.5,1,0,0,0,0,0,0
29,41,4,2.5,2,0,0,0,0,0,0
2,61,4,2.6,1,239,0,0,0,1,0
41,105,1,3.0,2,282,1,1,1,1,0
27,23,1,0.2,1,0,0,0,0,1,0
10,22,1,0.5,3,85,0,0,0,0,0
23,59,3,2.1,1,0,0,0,0,0,0
2,33,1,2.0,2,160,0,0,0,0,0
23,11,1,0.9,3,103,0,0,0,0,1
21,204,2,2.8,1,0,0,0,0,1,0
27,61,4,1.8,3,207,0,0,0,0,0
31,103,3,1.8,2,364,0,0,0,0,0
36,51,3,1.5,1,0,0,0,0,0,1
9,164,1,6.0,3,0,1,0,0,1,0
34,12,1,0.1,2,0,0,0,0,0,1
16,82,1,3.6,2,0,0,0,0,0,0
17,164,1,2.4,1,449,0,0,0,1,0
8,48,2,1.67,2,0,0,0,0,1,0
2,38,4,0.6,2,0,0,0,0,1,0
22,65,2,1.5,2,0,0,0,0,1,0
20,71,4,1.9,1,207,0,0,0,1,0
30,18,1,0.3,1,0,0,1,1,1,0
34,52,2,1.6,3,75,0,0,0,1,0
18,48,3,2.5,2,113,0,0,0,1,1
2,30,1,1.0,3,111,0,0,0,0,0
15,40,2,2.2,3,107,0,0,0,1,0
7,112,1,3.8,1,81,0,0,0,1,0
4,115,1,1.9,1,0,0,0,0,0,0
27,63,2,1.0,3,82,0,0,0,1,0
17,85,1,3.7,3,0,0,0,0,1,0
38,59,1,2.5,3,220,0,0,0,0,0
20,68,1,0.8,3,91,0,0,0,0,0
11,84,2,1.8,1,0,0,0,0,1,1
19,62,3,0.8,3,0,0,0,0,0,1
9,109,3,4.0,1,0,1,0,0,0,0
17,141,2,7.6,1,92,0,0,0,0,0
32,129,1,7.4,1,0,0,0,0,0,0
36,30,3,0.7,2,0,0,0,0,1,0
34,148,1,4.7,1,0,0,0,0,1,0
20,25,3,0.67,2,0,0,0,0,1,1
10,21,3,1.3,1,115,0,0,0,0,0
4,72,4,2.2,1,0,0,0,0,1,0
17,59,3,0.9,3,87,0,0,0,1,1
37,83,3,1.8,2,187,0,1,0,0,0
16,10,2,0.3,2,0,0,0,0,1,0
9,84,3,0.6,2,0,0,0,0,1,0
23,98,3,2.0,2,0,0,0,0,0,0
23,32,1,1.0,1,0,0,1,1,1,1
5,31,4,0.4,2,161,0,0,0,1,1
34,94,3,0.5,1,0,0,0,0,0,1
31,21,2,0.2,3,137,0,0,1,1,1
35,110,3,4.4,1,0,0,1,0,1,0
32,38,1,2.2,3,0,0,0,0,0,0
24,39,1,1.4,3,0,0,0,0,1,0
21,132,3,1.2,2,0,1,0,1,1,1
24,61,4,2.6,1,0,0,0,0,1,0
38,92,1,2.0,1,0,0,0,0,1,0
15,119,2,6.1,1,0,0,0,0,0,0
33,53,4,2.1,1,0,0,0,0,1,0
37,18,3,1.3,2,0,0,0,0,1,0
20,114,2,4.4,2,0,1,0,0,0,0
28,90,1,3.0,3,0,0,0,0,0,1
18,140,1,7.0,1,205,0,0,0,1,0
3,90,2,3.3,1,0,0,0,0,1,1
1,85,1,1.9,1,0,0,0,0,1,0
24,80,1,1.2,1,0,0,0,0,1,0
42,53,2,1.1,1,0,0,0,0,1,1
7,49,4,2.2,2,0,0,0,0,1,0
35,152,3,3.3,3,0,1,0,0,1,0
37,138,2,2.8,2,0,1,0,0,1,0
10,80,4,2.2,2,0,0,0,0,1,0
23,82,2,2.4,2,0,0,0,0,0,0
27,195,1,8.1,1,0,0,0,0,0,0
37,22,1,1.2,3,0,0,0,0,1,0
6,81,1,2.5,1,0,0,0,0,1,0
37,40,4,2.2,1,0,0,1,1,1,1
20,154,2,2.8,1,0,0,1,0,1,0
4,49,3,1.1,2,0,0,0,0,0,1
37,85,4,3.4,2,0,0,0,0,1,0
32,21,3,0.1,2,0,0,1,1,1,0
17,14,1,1.0,1,0,0,0,0,0,0
34,60,4,1.6,2,0,0,0,0,0,1
5,138,2,4.33,1,0,0,0,0,1,0
28,98,1,1.3,3,355,0,0,0,1,0
39,22,4,0.6,2,0,0,0,0,0,0
23,49,1,1.2,2,0,0,0,0,1,1
14,102,2,1.9,1,0,0,0,1,1,1
30,45,4,0.7,2,0,0,0,0,0,1
31,82,4,1.3,3,0,0,0,0,1,0
28,81,3,1.8,2,0,0,1,0,0,0
39,35,1,1.5,2,0,0,1,0,0,0
28,59,2,1.9,2,0,0,0,0,1,0
3,52,3,1.1,2,0,0,0,0,1,0
24,84,3,0.7,1,166,0,0,0,1,0
6,85,1,2.7,2,100,0,0,0,1,0
28,65,1,0.2,1,0,0,0,0,0,1
13,89,2,1.7,2,314,0,0,0,0,1
21,109,4,1.8,1,0,1,0,0,0,0
12,81,1,2.8,1,0,0,0,0,0,0
39,38,1,1.1,3,108,0,0,0,0,0
19,72,2,1.7,1,0,0,0,0,1,0
6,78,4,2.0,2,119,0,1,0,1,0
2,172,2,6.9,2,0,1,0,0,1,0
18,71,3,2.33,1,106,0,1,0,1,0
28,165,1,4.1,3,0,1,0,1,1,1
16,120,2,3.9,1,0,0,0,0,1,1
29,39,1,0.2,1,0,0,0,0,0,1
39,23,3,0.7,2,0,0,0,0,0,1
26,135,2,4.6,3,91,1,0,0,1,0
31,12,2,0.2,1,76,0,0,0,1,1
36,92,2,0.7,2,0,0,0,0,1,0
28,192,2,6.4,3,0,1,0,0,0,0
7,42,4,0.8,1,0,0,0,0,1,1
32,158,3,3.7,3,0,1,0,0,1,0
30,194,3,6.0,3,587,1,1,1,1,1
20,160,2,7.6,1,0,0,1,0,0,0
22,98,2,6.3,1,0,0,0,0,0,0
22,164,2,7.6,1,0,0,0,1,1,1
21,42,2,2.5,1,0,0,1,0,1,0
15,202,3,10.0,3,0,1,0,0,0,0
34,10,4,0.7,1,0,0,0,0,0,0
3,31,4,0.3,2,0,0,0,0,1,0
30,58,4,0.9,1,0,0,0,0,1,1
29,65,4,2.8,2,0,0,0,0,1,0
16,98,1,4.0,3,0,0,0,0,0,1
2,150,2,2.0,1,0,0,0,0,1,0
29,44,2,2.3,3,0,0,0,0,1,0
32,15,2,0.2,3,0,0,0,0,0,1
6,82,2,2.5,1,0,0,0,0,0,0
17,61,3,0.5,3,0,0,0,0,1,0
2,38,1,2.0,2,0,0,0,0,0,0
3,39,4,2.1,3,0,0,0,0,1,0
7,173,1,6.0,1,0,0,0,0,1,0
23,8,4,0.2,1,0,0,0,0,1,0
12,51,3,2.0,1,214,0,0,0,1,0
27,62,4,1.8,3,82,0,0,0,0,0
28,34,4,0.7,2,0,0,0,0,1,0
29,132,3,5.9,2,307,1,0,0,0,0
27,44,4,1.5,3,0,0,0,0,0,0
27,162,1,8.1,1,0,0,0,0,1,0
39,64,3,2.2,1,0,0,0,0,1,0
29,111,1,0.1,3,0,0,0,0,0,1
6,41,2,2.0,3,0,0,0,0,0,0
33,52,4,1.67,3,0,0,0,0,0,0
10,65,4,2.2,2,0,0,0,0,0,0
25,130,1,1.1,2,0,1,0,0,1,0
8,45,2,0.1,1,0,0,0,0,0,1
38,35,1,1.9,2,118,0,0,0,0,0
23,65,3,0.7,2,263,0,0,0,1,1
15,38,2,0.7,1,91,0,0,0,1,0
27,42,4,1.1,2,0,0,0,0,1,1
30,45,4,1.5,3,0,0,0,0,0,0
25,145,1,0.3,1,0,0,0,0,1,0
13,33,4,1.5,3,0,0,0,0,0,0
35,60,3,1.4,3,0,0,0,0,0,0
9,45,1,2.0,1,0,0,0,0,1,1
15,72,4,2.4,1,0,0,1,0,1,0
11,34,3,0.2,2,0,0,0,0,0,0
21,23,3,0.67,2,0,0,0,0,1,0
37,45,2,1.0,3,88,0,0,0,1,1
9,28,4,1.0,1,75,0,0,0,1,0
30,81,4,3.8,2,0,0,0,0,1,0
5,72,3,0.7,2,81,0,0,0,0,0
31,49,4,1.67,3,0,0,0,0,1,0
10,31,4,1.2,2,0,0,0,0,0,0
35,63,3,2.2,3,0,0,0,0,0,0
12,150,4,5.4,1,0,1,1,1,1,0
33,142,2,3.9,1,193,0,0,0,1,1
17,74,3,3.0,1,0,0,0,0,0,1
4,24,1,0.4,2,81,0,0,0,1,0
20,29,4,1.9,3,0,0,0,0,0,0
15,79,4,2.4,1,0,0,0,0,0,0
3,94,2,0.2,1,310,0,0,0,0,1
33,121,1,4.3,1,0,0,1,0,0,0
10,54,3,2.0,1,0,0,0,0,0,0
39,73,3,2.4,1,0,0,0,0,1,0
23,71,1,0.8,3,127,0,0,0,1,0
17,29,3,1.0,2,0,0,0,0,1,1
27,93,1,2.7,1,0,0,0,0,1,0
14,73,1,1.5,3,252,0,0,0,1,0
32,19,4,0.9,2,0,0,0,0,1,0
8,58,2,0.1,1,0,0,1,1,1,1
20,39,1,0.2,1,0,0,0,0,0,0
16,23,2,1.4,2,0,0,1,0,1,0
7,29,1,0.6,3,127,0,0,0,0,1
2,155,1,0.8,1,0,0,0,0,0,0
28,90,1,2.6,2,0,0,1,0,1,0
33,113,2,2.0,1,77,0,0,0,1,0
38,42,1,1.8,3,0,0,0,0,0,0
25,30,4,0.2,1,0,0,0,1,1,1
19,19,3,0.5,2,0,0,0,0,1,0
37,124,3,5.0,2,170,1,0,0,0,0
31,30,2,0.7,2,145,0,0,0,0,0
30,28,1,1.5,3,124,0,1,0,1,0
23,15,2,1.0,2,101,0,0,0,0,0
30,70,1,1.6,3,265,0,0,0,0,0
2,10,1,0.1,2,0,0,0,0,1,0
34,22,3,0.3,3,139,0,0,0,1,1
20,70,4,1.9,1,0,0,0,0,1,0
35,61,1,1.6,1,0,0,0,0,0,0
15,161,2,3.3,1,0,0,1,0,0,1
30,29,2,0.8,1,0,0,0,0,0,1
19,35,3,0.5,1,0,0,0,0,1,0
28,48,4,2.8,2,0,0,0,0,1,0
7,44,4,0.8,1,0,0,0,0,1,0
0,88,3,0.8,1,134,0,0,0,0,0
4,40,4,2.1,3,0,0,0,0,1,1
36,21,4,0.4,2,123,0,0,0,0,0
14,58,2,2.8,1,0,0,0,0,1,0
11,59,4,0.1,2,0,0,0,0,0,0
3,74,4,4.0,3,0,0,0,0,0,0
37,84,4,1.9,2,0,0,0,0,1,0
31,58,1,0.2,1,177,0,0,0,1,0
19,154,2,8.8,1,0,0,0,0,1,0
25,185,1,1.7,1,0,0,0,0,0,0
26,78,1,1.2,1,305,0,0,0,1,0
13,55,2,1.1,2,0,0,0,0,1,0
5,30,4,0.3,2,0,0,0,0,1,0
29,74,3,2.0,2,0,0,0,0,0,0
16,118,2,3.3,1,0,0,0,0,1,0
33,182,2,3.3,3,372,1,0,0,0,0
2,82,2,1.6,3,0,0,0,0,1,1
29,29,4,1.5,3,79,0,0,0,1,0
6,120,4,5.4,1,301,1,0,1,1,1
12,53,2,2.4,2,0,0,0,0,1,0
32,43,3,1.4,1,0,0,0,0,0,1
4,59,4,2.2,1,232,0,0,0,1,1
17,84,4,2.6,3,289,0,1,1,1,1
24,161,3,3.4,1,212,1,0,0,1,0
37,21,4,0.4,2,137,0,0,0,1,1
32,63,4,0.7,1,0,0,0,0,1,0
3,172,3,3.4,2,0,1,0,0,0,1
4,51,4,0.2,1,172,0,0,0,0,1
33,24,4,0.7,1,0,0,0,0,1,0
33,95,2,1.6,1,0,0,0,0,0,0
18,59,1,2.4,1,250,0,0,0,1,0
2,51,4,1.8,2,0,0,1,0,0,0
22,28,1,1.0,1,84,0,0,0,1,1
3,154,2,2.0,1,130,0,0,0,0,0
40,15,2,0.3,3,115,0,0,0,1,1
36,55,4,1.67,3,0,0,0,0,0,1
2,149,1,6.33,1,305,0,0,0,0,1
36,79,1,1.8,3,0,0,0,0,0,1
21,68,4,2.6,3,0,0,0,0,0,0
10,78,1,2.6,2,0,0,0,0,1,0
32,34,2,2.0,2,0,0,1,0,0,0
41,195,3,0.4,1,0,1,1,1,0,1
28,184,1,8.1,1,303,0,0,0,1,0
20,85,2,3.2,1,0,0,0,0,1,0
20,200,2,8.8,1,0,0,0,0,1,1
16,64,3,0.5,3,0,0,0,0,0,0
27,88,1,2.6,2,0,0,1,0,0,1
1,42,3,2.4,2,0,0,0,0,0,0
5,91,3,1.6,1,126,0,0,0,1,1
6,38,1,0.3,1,0,0,1,1,1,0
30,28,1,1.5,2,0,0,0,0,0,0
30,32,4,0.1,3,0,0,1,0,0,0
18,31,1,0.3,3,0,0,0,0,0,1
9,22,4,0.4,2,103,0,0,0,1,0
40,95,3,3.7,2,138,1,0,0,0,1
10,74,4,1.3,1,0,0,0,0,1,0
30,22,1,1.5,2,91,0,0,0,0,1
4,43,3,0.1,2,0,0,0,0,1,0
3,43,1,1.0,3,0,0,0,0,1,0
27,112,3,1.8,2,0,0,1,1,1,1
23,9,2,1.0,2,0,0,0,0,1,0
33,81,2,0.0,3,0,0,0,0,1,0
20,131,1,5.7,1,256,0,0,0,0,1
32,19,1,1.5,3,0,0,1,0,0,0
13,62,3,0.7,2,0,0,1,0,1,0
37,19,4,0.4,2,124,0,1,0,0,0
32,8,2,0.3,1,0,0,0,0,1,1
36,193,1,4.7,3,203,1,0,0,1,0
13,129,4,4.4,1,140,1,0,0,0,0
29,30,4,0.7,2,0,0,0,0,0,1
4,80,4,1.8,2,0,0,0,0,0,0
15,22,4,1.5,3,0,0,0,0,0,1
32,33,1,1.5,2,0,0,0,0,1,0
11,64,4,2.1,3,0,0,0,0,0,0
29,60,3,2.2,3,84,0,0,0,1,0
4,81,1,2.9,3,259,0,0,0,1,1
16,45,3,0.6,2,204,0,0,0,1,0
6,112,4,1.8,2,0,0,0,0,1,0
34,83,2,3.4,3,0,1,0,0,1,0
20,180,2,7.6,1,524,0,0,0,0,1
26,28,4,0.2,2,0,0,1,0,1,0
12,169,2,5.2,3,249,1,0,0,1,0
35,14,4,0.7,1,0,0,0,0,1,0
11,43,1,2.0,1,0,0,0,0,1,0
32,88,2,0.3,1,0,0,0,0,1,0
29,78,4,2.6,3,0,0,0,0,0,1
24,68,1,0.2,2,163,0,0,0,0,0
22,144,2,3.3,1,0,0,0,0,1,1
9,30,4,1.0,1,163,0,0,0,1,0
21,120,1,0.0,1,135,0,0,0,0,0
14,24,2,0.3,2,0,0,0,0,0,0
1,78,4,2.3,3,157,0,1,0,1,0
36,135,2,5.2,2,0,1,0,0,1,0
32,44,2,1.6,3,0,0,0,0,0,0
30,73,4,3.8,2,0,0,0,0,1,0
31,90,1,2.7,2,0,0,0,0,1,1
15,58,3,0.5,3,0,0,0,0,1,0
32,75,2,3.7,1,236,0,0,0,1,0
19,174,3,1.7,3,231,1,0,1,1,1
16,50,2,1.7,1,174,0,0,0,0,0
18,85,1,4.0,3,287,0,0,0,1,0
38,54,3,2.2,1,0,0,0,0,1,0
38,83,2,3.4,1,0,1,0,0,0,0
30,24,4,0.2,1,0,0,1,0,0,0
30,45,4,1.1,2,205,0,0,0,1,0
26,68,1,0.8,3,0,0,0,0,1,1
26,48,4,0.1,3,0,0,0,0,0,1
13,114,1,1.0,3,0,0,0,0,1,1
12,142,3,2.3,2,0,1,0,1,1,1
33,52,3,0.5,2,0,0,0,0,0,1
22,142,2,3.3,1,0,0,0,0,0,0
25,15,1,0.4,3,0,0,0,0,0,0
22,118,1,4.7,1,159,0,0,0,0,1
27,101,4,4.9,1,0,0,0,0,1,0
36,84,2,2.8,1,0,0,0,0,1,0
39,32,1,1.9,2,100,0,0,0,0,0
16,64,3,0.5,3,247,0,0,0,0,0
10,81,4,3.4,1,0,0,0,0,1,0
14,28,4,1.5,3,0,0,0,0,0,1
9,93,1,0.0,1,0,0,0,0,1,0
15,185,1,3.6,2,0,1,0,0,0,0
8,42,1,1.8,2,0,0,0,0,0,0
3,45,2,1.6,3,0,0,0,0,1,1
6,49,2,1.67,2,214,0,0,0,0,0
20,69,3,2.1,1,0,0,0,0,0,0
27,94,1,2.8,2,333,0,0,0,1,0
35,18,1,1.5,2,0,0,0,0,1,1
35,8,4,0.7,1,91,0,1,0,0,0
32,55,4,2.1,1,108,0,0,0,1,0
20,85,2,0.4,3,0,0,0,0,0,0
1,62,4,0.0,1,229,0,0,0,1,0
23,65,4,2.0,3,0,0,0,0,1,0
12,138,2,0.0,1,0,0,1,0,1,0
38,103,1,2.5,1,0,0,0,0,1,0
19,99,3,3.5,3,357,1,0,0,0,0
24,152,1,7.3,1,0,0,0,0,1,0
3,25,2,0.9,3,140,0,0,0,1,0
3,98,2,2.5,1,361,0,1,1,1,1
27,39,2,0.7,2,166,0,0,0,1,0
25,40,1,1.3,2,0,0,0,0,1,1
13,58,3,2.1,1,169,0,0,0,1,0
26,192,2,1.8,3,301,1,0,1,1,1
34,62,1,0.8,2,0,0,0,0,0,0
5,69,1,0.8,2,0,0,1,0,1,0
5,40,4,1.3,3,170,0,0,0,0,0
15,61,2,0.6,3,127,0,0,0,0,0
3,30,4,0.3,2,157,0,0,0,0,0
29,29,1,1.5,2,97,0,0,0,1,0
8,41,2,1.0,2,0,0,0,0,1,1
3,118,1,3.3,2,0,1,0,0,1,0
20,109,1,7.0,1,366,0,0,0,1,0
33,122,4,0.2,2,0,1,0,1,1,0
37,50,3,1.5,1,169,0,0,0,1,0
4,43,3,0.1,2,0,0,0,0,1,0
7,108,1,4.6,1,0,0,1,0,0,0
4,110,4,2.5,3,0,1,0,0,0,0
17,20,1,1.4,3,0,0,0,0,1,0
35,112,4,1.7,3,0,0,0,0,0,1
32,25,1,0.1,2,136,0,0,0,1,0
12,42,3,0.7,2,0,0,0,0,1,1
34,29,2,0.3,1,0,0,0,0,1,0
23,84,3,2.1,1,134,0,1,0,1,0
17,81,4,2.6,3,0,0,1,0,1,0
28,55,4,0.9,1,119,0,0,0,1,1
11,40,1,2.4,2,0,0,1,0,1,0
30,145,4,5.7,2,0,1,0,1,1,1
16,175,2,1.1,3,0,1,0,0,1,0
6,78,4,1.8,3,163,0,0,0,0,0
32,51,4,1.5,1,0,0,0,0,0,0
34,50,4,1.67,3,0,0,0,0,1,0
27,21,3,0.4,1,0,0,0,0,1,0
24,79,1,0.2,2,83,0,0,0,1,1
18,84,1,4.0,3,0,0,0,0,0,0
26,34,4,0.4,2,0,0,0,0,0,0
31,73,4,1.6,2,0,0,0,0,0,0
37,90,3,0.5,1,0,0,0,0,1,0
10,23,4,0.2,3,0,0,0,0,1,0
27,145,2,6.1,3,294,1,0,1,1,1
7,54,4,0.2,1,141,0,1,0,0,0
17,49,3,2.2,2,103,0,0,0,1,1
32,51,1,2.8,2,0,0,0,0,1,0
38,8,4,0.6,2,0,0,0,0,1,0
6,62,1,1.0,1,0,0,1,0,1,0
6,25,1,0.67,3,0,0,0,0,1,0
0,63,2,1.75,3,0,0,0,0,1,0
34,24,2,0.2,3,86,0,0,0,1,0
2,11,1,0.1,2,0,0,0,0,1,1
34,23,1,0.1,1,0,0,0,0,0,1
22,33,1,1.4,3,0,0,0,0,1,0
21,83,1,3.8,1,97,1,0,0,0,0
30,39,3,1.4,1,131,0,0,0,0,1
17,138,3,6.9,2,0,1,0,0,1,0
1,113,3,2.5,1,0,0,0,0,0,1
5,125,4,0.5,3,0,1,0,1,1,0
24,195,1,1.7,1,0,0,0,0,0,0
9,105,3,1.2,3,0,0,1,0,0,0
18,75,2,3.5,1,0,1,0,0,1,0
9,40,2,1.0,2,0,0,0,0,1,0
14,61,3,0.5,3,137,0,0,0,1,0
24,75,2,4.5,3,0,0,0,0,0,0
8,122,1,0.0,1,0,0,0,0,1,1
14,75,3,3.0,1,0,0,0,0,0,1
15,59,4,0.2,3,0,0,0,0,0,0
13,24,3,1.0,2,0,0,0,0,1,0
3,175,3,3.3,3,329,1,0,0,1,0
27,39,2,0.8,1,182,0,0,0,0,1
30,145,2,6.8,1,0,0,1,0,0,0
22,24,4,0.4,2,142,0,0,0,1,0
28,20,3,0.1,2,0,0,0,0,0,0
5,85,1,2.6,2,0,0,0,0,1,0
3,65,3,2.6,3,0,0,1,0,0,0
35,191,4,5.6,3,0,1,0,0,0,0
26,11,2,0.0,1,0,0,1,0,0,0
37,40,2,1.0,3,167,0,0,0,0,0
13,54,3,0.7,2,196,0,0,0,0,0
35,95,1,3.8,1,0,0,0,0,1,1
29,94,4,1.0,2,0,0,0,0,1,0
5,79,4,2.2,2,0,0,0,0,0,0
17,48,3,0.3,3,0,0,0,0,1,1
1,70,4,2.6,1,0,0,1,0,1,0
3,40,3,0.1,2,111,0,0,0,1,0
24,44,4,1.8,1,0,0,0,0,1,1
25,43,1,1.4,3,137,0,0,0,1,0
18,29,1,0.3,3,0,0,0,0,1,0
24,188,3,1.3,1,184,1,0,0,0,1
20,114,1,0.0,1,0,0,0,0,1,1
6,52,3,0.7,2,0,0,0,0,1,0
16,13,1,0.2,1,0,0,0,0,1,0
17,95,3,0.5,3,0,0,0,0,0,0
3,84,1,2.9,3,0,0,0,0,1,0
14,49,1,1.8,1,0,0,0,0,0,0
25,181,1,1.7,1,0,0,0,0,1,1
10,182,1,0.3,2,229,1,0,1,1,1
13,70,2,2.7,1,0,0,0,0,0,0
21,79,3,1.1,1,185,0,0,0,1,1
29,61,4,2.8,2,0,0,0,0,1,1
41,121,2,2.1,1,0,0,0,0,1,0
33,34,3,0.2,1,83,0,0,0,1,0
28,183,1,1.0,1,442,0,0,0,0,0
28,51,1,1.6,3,0,0,1,0,0,1
2,70,3,0.3,3,0,0,0,0,0,1
8,39,1,1.7,1,0,0,0,0,1,1
24,84,3,2.0,2,0,0,0,0,0,0
18,122,1,7.0,1,0,0,0,0,1,1
18,145,1,1.7,1,132,0,0,0,1,1
17,98,2,0.4,1,0,0,0,0,1,1
16,79,1,1.0,3,233,0,0,0,1,0
8,38,2,2.0,3,0,0,0,0,1,1
6,49,3,0.7,2,196,0,0,0,0,1
7,38,1,1.0,1,0,0,0,0,1,0
20,91,4,2.6,3,0,0,0,0,0,0
12,29,4,0.2,1,0,0,0,0,0,1
13,172,2,6.5,1,0,0,0,0,0,0
8,104,2,3.7,1,0,1,0,0,0,1
9,58,1,2.5,1,0,0,0,0,1,1
5,171,2,1.9,2,0,1,0,0,0,0
4,73,3,3.3,1,0,1,0,1,1,1
32,191,1,2.9,1,0,0,0,0,0,0
27,90,2,4.5,3,0,0,0,0,1,0
9,55,3,2.3,1,0,0,1,1,1,1
4,28,1,2.0,2,0,0,0,0,0,0
14,42,1,2.5,3,0,0,0,0,1,0
33,9,1,0.1,2,91,0,1,0,1,0
21,65,1,1.5,2,0,0,1,0,1,0
26,134,4,4.5,3,0,1,1,1,1,0
6,83,4,3.4,1,0,0,1,0,1,0
28,38,3,1.0,2,0,0,0,0,1,0
6,13,4,0.3,1,0,0,0,0,1,1
7,143,3,2.9,3,0,1,0,0,1,0
20,75,4,1.9,1,0,0,0,0,0,0
7,120,1,3.2,3,0,1,0,0,1,0
24,91,1,2.8,2,0,0,0,0,0,0
6,99,2,1.5,3,0,0,0,0,0,1
7,71,1,0.1,1,78,0,1,0,0,0
13,111,1,0.8,2,0,0,0,0,0,0
15,108,1,5.2,1,0,0,0,0,0,0
32,158,1,7.4,1,0,0,0,0,0,0
31,81,3,2.67,1,0,0,0,0,1,0
23,12,2,0.1,3,0,0,1,1,1,0
37,21,2,0.4,1,0,0,0,0,1,0
30,55,4,0.9,1,215,0,0,0,1,1
35,42,1,1.8,3,0,0,0,0,1,0
16,81,2,0.4,1,0,0,0,0,0,1
25,13,4,0.2,1,87,0,0,0,0,0
23,132,1,0.6,1,157,0,0,0,0,0
16,99,1,1.0,3,0,0,0,0,1,0
26,23,4,0.2,1,0,0,0,0,0,1
